Date,Value,Category_Alcohol Accidents,Category_Escape Accidents,AccidentType_injured and killed,AccidentType_subtotal
2008-01,32.0,1,0,0,1
2009-12,34.0,1,0,0,1
2009-11,31.0,1,0,0,1
2009-10,35.0,1,0,0,1
2009-09,49.0,1,0,0,1
2009-08,35.0,1,0,0,1
2009-07,44.0,1,0,0,1
2009-06,31.0,1,0,0,1
2009-05,57.0,1,0,0,1
2009-04,45.0,1,0,0,1
2009-03,14.0,1,0,0,1
2009-02,32.0,1,0,0,1
2009-01,23.0,1,0,0,1
2010-12,26.0,1,0,0,1
2010-11,28.0,1,0,0,1
2010-10,27.0,1,0,0,1
2010-09,54.0,1,0,0,1
2010-08,40.0,1,0,0,1
2010-07,48.0,1,0,0,1
2010-06,39.0,1,0,0,1
2010-05,34.0,1,0,0,1
2010-04,33.0,1,0,0,1
2010-03,31.0,1,0,0,1
2010-02,23.0,1,0,0,1
2010-01,19.0,1,0,0,1
2011-12,37.0,1,0,0,1
2011-11,40.0,1,0,0,1
2011-10,26.0,1,0,0,1
2011-09,36.0,1,0,0,1
2011-08,34.0,1,0,0,1
2011-07,39.0,1,0,0,1
2011-06,27.0,1,0,0,1
2011-05,43.0,1,0,0,1
2011-04,43.0,1,0,0,1
2011-03,22.0,1,0,0,1
2011-02,25.0,1,0,0,1
2011-01,25.0,1,0,0,1
2012-12,27.0,1,0,0,1
2012-11,30.0,1,0,0,1
2012-10,32.0,1,0,0,1
2012-09,49.0,1,0,0,1
2012-08,55.0,1,0,0,1
2012-07,56.0,1,0,0,1
2012-06,43.0,1,0,0,1
2012-05,54.0,1,0,0,1
2012-04,34.0,1,0,0,1
2012-03,21.0,1,0,0,1
2012-02,18.0,1,0,0,1
2012-01,21.0,1,0,0,1
2013-12,32.0,1,0,0,1
2013-11,35.0,1,0,0,1
2013-10,31.0,1,0,0,1
2013-09,47.0,1,0,0,1
2013-08,39.0,1,0,0,1
2013-07,42.0,1,0,0,1
2013-06,37.0,1,0,0,1
2013-05,33.0,1,0,0,1
2013-04,28.0,1,0,0,1
2013-03,21.0,1,0,0,1
2013-02,15.0,1,0,0,1
2013-01,17.0,1,0,0,1
2014-12,25.0,1,0,0,1
2014-11,42.0,1,0,0,1
2014-10,36.0,1,0,0,1
2014-09,43.0,1,0,0,1
2014-08,32.0,1,0,0,1
2014-07,35.0,1,0,0,1
2014-06,31.0,1,0,0,1
2014-05,28.0,1,0,0,1
2014-04,35.0,1,0,0,1
2014-03,37.0,1,0,0,1
2014-02,17.0,1,0,0,1
2014-01,21.0,1,0,0,1
2015-12,27.0,1,0,0,1
2015-11,30.0,1,0,0,1
2015-10,25.0,1,0,0,1
2015-09,45.0,1,0,0,1
2015-08,49.0,1,0,0,1
2015-07,49.0,1,0,0,1
2015-06,39.0,1,0,0,1
2015-05,50.0,1,0,0,1
2015-04,29.0,1,0,0,1
2015-03,23.0,1,0,0,1
2015-02,23.0,1,0,0,1
2015-01,22.0,1,0,0,1
2016-12,20.0,1,0,0,1
2016-11,20.0,1,0,0,1
2016-10,30.0,1,0,0,1
2016-09,29.0,1,0,0,1
2016-08,34.0,1,0,0,1
2016-07,35.0,1,0,0,1
2016-06,30.0,1,0,0,1
2016-05,25.0,1,0,0,1
2016-04,27.0,1,0,0,1
2016-03,20.0,1,0,0,1
2016-02,10.0,1,0,0,1
2016-01,21.0,1,0,0,1
2017-12,42.0,1,0,0,1
2017-11,33.0,1,0,0,1
2017-10,32.0,1,0,0,1
2017-09,47.0,1,0,0,1
2017-08,30.0,1,0,0,1
2017-07,52.0,1,0,0,1
2017-06,41.0,1,0,0,1
2017-05,29.0,1,0,0,1
2017-04,26.0,1,0,0,1
2017-03,36.0,1,0,0,1
2017-02,22.0,1,0,0,1
2017-01,19.0,1,0,0,1
2018-12,21.0,1,0,0,1
2018-11,31.0,1,0,0,1
2018-10,43.0,1,0,0,1
2018-09,36.0,1,0,0,1
2018-08,40.0,1,0,0,1
2018-07,51.0,1,0,0,1
2018-06,39.0,1,0,0,1
2018-05,34.0,1,0,0,1
2018-04,25.0,1,0,0,1
2018-03,32.0,1,0,0,1
2018-02,24.0,1,0,0,1
2018-01,22.0,1,0,0,1
2019-12,35.0,1,0,0,1
2019-11,29.0,1,0,0,1
2019-10,45.0,1,0,0,1
2019-09,47.0,1,0,0,1
2019-08,31.0,1,0,0,1
2019-07,48.0,1,0,0,1
2019-06,40.0,1,0,0,1
2019-05,39.0,1,0,0,1
2019-04,36.0,1,0,0,1
2019-03,34.0,1,0,0,1
2019-02,28.0,1,0,0,1
2019-01,22.0,1,0,0,1
2020-12,13.0,1,0,0,1
2020-11,23.0,1,0,0,1
2020-10,34.0,1,0,0,1
2020-09,46.0,1,0,0,1
2020-08,46.0,1,0,0,1
2020-07,58.0,1,0,0,1
2020-06,49.0,1,0,0,1
2020-05,40.0,1,0,0,1
2020-04,26.0,1,0,0,1
2020-03,27.0,1,0,0,1
2020-02,40.0,1,0,0,1
2020-01,28.0,1,0,0,1
